online_order,book_table,location,rest_type,dish_liked,cuisines,avg_cost,type,success
Yes,No,Whitefield,Casual Dining,"Noodles, Wonton Soup, Spring Roll, Crispy Noodle, Chop Suey, Beijing Chicken, Chowmein","Chinese, Thai",425.0,Dine-out,1
No,No,Whitefield,"Casual Dining, Bar",Dal Halwa,"North Indian, South Indian, Continental, American, Asian",600.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Ramen, Noodles, Salmon Sushi","Korean, Sushi",450.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Crispy Thread Paneer, Hakka Noodles, Momos, Clear Soup, Prawn, Mocktails, Chilli Chicken","Chinese, Momos",700.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Misal Pav, Mutton Fry, Malwani Food, Mutton Thali, Chicken Fry, Sabudana Vada, Chicken Handi","Maharashtrian, Seafood",350.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Mutton Seekh Kebab, Vegetable Biryani, Hyderabadi Dum Biryani, Chicken Tenders, Egg Biryani","Biryani, North Indian, Kebab",400.0,Dine-out,1
Yes,Yes,Whitefield,Pub,"Cocktails, Beer, Long Island Iced Tea, Pasta, Chicken Satay, Lamb Burger, Onion Rings","Asian, American, Mexican",600.0,Dine-out,1
No,Yes,Whitefield,"Bar, Casual Dining","Mocktails, Cocktails, Pizza, Chicken Tikka, Nachos, Biryani, Beer","Continental, North Indian, Italian",750.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Raita, Kebab Biryani, Dum Biryani, Chicken Kebab, Fish Biryani, Paneer Biryani, Mutton Biryani","Biryani, Andhra",375.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Salads, Chicken Curry, Pasta, Lime Soda Sweet, Lunch Buffet, Cheesecake, Rara Meat","Continental, North Indian",850.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Pizza, Chaat, Mocktails, Salads, Sunday Brunch, Omelette, Breakfast Buffet","South Indian, Asian",1000.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Boneless Biryani","Biryani, Hyderabadi, Andhra, North Indian",400.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Biryani, Thali, Lemon Tea, Lassi, Coffee, Masala Paneer, Roti","Andhra, South Indian, North Indian, Biryani",275.0,Dine-out,1
Yes,Yes,Whitefield,Pub,"Cocktails, Wheat Beer, Bruschettas, Pasta, Burgers, Supreme Pizza, Nachos","Finger Food, North Indian, Chinese, Italian",700.0,Dine-out,1
No,Yes,Whitefield,Fine Dining,"Roti, Breakfast Buffet, Coffee, Lamb, Salads, Pancakes, Rasmalai","North Indian, Continental, Asian, Italian",1000.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Paan Shot, Butter Chicken, Paratha, Veg Platter, Dal Makhani, Aam Panna, Multani Paneer Tikka",North Indian,750.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",450.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Wonton, Clear Soup, Fish","Chinese, Seafood",550.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Kerala Parotta, Appam, Ghee Rice, Sea Food, Paratha, Chicken Dum Biryani, Beef Fry","Kerala, Seafood, Chinese",350.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Lobster, Papaya Salad, Pad Thai, Jasmine Rice, Hakka Noodles, Jasmine Tea, Coconut Ice Cream","Asian, Chinese",1250.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Cafe","Saffron Kahwa, Phirni, Mutton Kanti, Tea, Tabakh Maaz, Mutton Roganjosh, Meat Balls","Kashmiri, Cafe",550.0,Dine-out,0
Yes,Yes,Whitefield,Casual Dining,"Dal Kichadi, Gulab Jamun, Buttermilk, Aamras, Grand Thali, Dhokla, Jalebi","Rajasthani, Gujarati, North Indian",450.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Masala Dosa, Filter Coffee, Buttermilk, Salad, Thali, Badam Halwa, Plain Dosa",South Indian,200.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Mushroom Soup, Faluda, Paratha, Banana Fritters, Fruit Juices, Kerala Parotta, Murgh Ghee Roast",Kerala,500.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Not specified,"South Indian, North Indian, Chinese, Biryani, Beverages",250.0,Dine-out,0
No,Yes,Whitefield,Fine Dining,"Tiramisu, Wine, Lamb, Baked Salmon, Chicken Pasta, Ravioli, Gnocchi","Italian, Salad",1500.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi","Hyderabadi, Gujarati, Maharashtrian",500.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Biryani,"Andhra, Biryani, North Indian",350.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Biryani, Gulab Jamun, Pav Bhaji","North Indian, Fast Food, Street Food",400.0,Dine-out,1
No,No,Whitefield,Bar,"Cocktails, Beer, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken, Potato Wedges","Finger Food, American, Asian, Italian",725.0,Dine-out,1
No,No,Whitefield,Quick Bites,"Chicken Grill, Chicken Tikka Roll, Grape Juice, Biryani, Shawarma Roll, Tandoori Chicken, Tandoori Raan","North Indian, Chinese",150.0,Dine-out,0
No,Yes,Whitefield,"Casual Dining, Cafe","Club Sandwich, Pork Chops, Sunday Brunch, Burgers, Fish Fingers, Pizza, Chicken Tikka","Chinese, North Indian, Continental, Cafe",1000.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Noodles, Chicken Dum Biryani, Boneless Biryani, Vegetable Biryani, Lassi, Dal Tadka, Tandoori Chicken","Biryani, Andhra, North Indian, Chinese",400.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Kadhai Murgh, Lassi, Rabri, Mutton Biryani, Malpua, Chaat, Dal Makhani","North Indian, Maharashtrian, South Indian",500.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Caesar Salad, Khao Suey, Veggie Pizza, Beef Steak, Pasta, Peri Peri Chicken Pizza, Mousse","Japanese, Italian, American, Asian, North Indian, Steak",700.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Kulcha, Chole Bhature, Chaat, Paneer Tikka Masala, Coffee","South Indian, North Indian, Chinese",350.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Cafe","Margarita, Chicken Tikka, Chocolate Pizza, Prawn Ravioli, Mocktails, Potato Wedges, Tiramisu","Pizza, Cafe, Italian",300.0,Dine-out,1
Yes,Yes,Whitefield,Casual Dining,"Chicken Biryani, Burgers, Halwa, Malabari Biryani, Noodles, Shawarma Roll, Barbeque Chicken","Arabian, North Indian, Chinese, Salad, Beverages",375.0,Dine-out,1
Yes,Yes,Whitefield,"Pub, Casual Dining","Pizza, Beer, Cocktails, Nachos, Pasta, Moo Burger, Noodles","Finger Food, American, Continental, Burger, Pizza",750.0,Dine-out,1
No,Yes,Whitefield,"Casual Dining, Pub","Pizza, Beer","North Indian, Pizza, Chinese",750.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse","Continental, Asian",750.0,Dine-out,1
No,No,Whitefield,Cafe,"Beer, Burgers, Pizza, Pasta, Mocktails, Salads, Sangria","Cafe, Italian, Continental",500.0,Dine-out,1
Yes,No,Whitefield,"Cafe, Dessert Parlor",Not specified,"Cafe, Continental, Desserts",300.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Chicken Biryani, Mutton Biryani, Hyderabadi Biryani, Vegetable Biryani","Biryani, North Indian, Chinese",350.0,Dine-out,0
No,Yes,Whitefield,Fine Dining,"Chicken Curry, Breakfast Buffet, Pasta, Fish, Salads, Lunch Buffet, Salmon","North Indian, South Indian, Asian",1000.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun","Chinese, North Indian",450.0,Dine-out,1
No,Yes,Whitefield,Fine Dining,"Pasta, Tiramisu, Cheesy Pizza",Italian,1250.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,Andhra,400.0,Dine-out,0
Yes,Yes,Whitefield,Casual Dining,"Naan, Tandoori Roti, Chicken Biryani, Dal Makhani, Shahi Paneer, Dum Biryani, Paneer Tikka","North Indian, Mughlai",400.0,Dine-out,1
Yes,No,Whitefield,Quick Bites,Not specified,"Biryani, Mughlai, North Indian",250.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Rolls, Butter Chicken, Tandoori Momos, Tangdi Kabab, Tandoori Roti, Paratha, Soya Chaap","Mughlai, North Indian, Biryani",300.0,Dine-out,1
Yes,Yes,Whitefield,"Casual Dining, Cafe","Burgers, Steak, Baconator Burger, Chicken Bbq Wings, Cream Soup, Sandwiches, Pasta","Steak, Continental, American, Italian, Salad, Cafe",450.0,Dine-out,1
No,No,Whitefield,Lounge,"Martini, Cocktails, Paneer Tikka","Continental, North Indian",1050.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Raita, Paneer Biryani","Biryani, North Indian, Chinese",400.0,Dine-out,0
Yes,No,Whitefield,Quick Bites,"Butter Naan, Kulcha, Paratha, Butter Chicken, Shawarma, Roti, Thali","Chinese, North Indian",200.0,Dine-out,0
No,Yes,Whitefield,Casual Dining,"Salads, Naan, Lunch Buffet, Dal Halwa",North Indian,600.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Andhra Meal, Andhra Style Chilli Chicken, Chicken Biryani, Chicken Guntur",North Indian,300.0,Dine-out,0
Yes,Yes,Whitefield,Casual Dining,"Tomato Soup, Biryani, Dal Maharaja, Shikanji, Garlic Naan, Paratha","North Indian, Biryani",600.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings","North Indian, Continental, Chinese, South Indian",400.0,Dine-out,0
Yes,No,Whitefield,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",Cafe,350.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese",300.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Pizza, Salad, Banana Toffee Cheesecake, Caramel Custard, Croissants, Crepe, Creme Brulee","French, Pizza, Bakery",500.0,Dine-out,1
No,Yes,Whitefield,Casual Dining,"Pasta, Coffee, Mocktails, Pizza, Sandwiches, Macaroon, Croissants","European, French, Salad",750.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala","North Indian, Chinese",300.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Not specified,"Andhra, Biryani",350.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Not specified,"South Indian, North Indian, Chinese",250.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese",200.0,Dine-out,0
No,Yes,Whitefield,Fine Dining,"Dal Makhani, Galauti Kebab, Dum Biryani, Rasgulla, Fish, Garlic Kheer, Tandoori Broccoli","North Indian, Lucknowi, Afghan",1500.0,Dine-out,1
Yes,No,Whitefield,Mess,Chicken Biryani,"Andhra, Biryani, South Indian",150.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Masala Dosa, Filter Coffee, Curd Rice","South Indian, North Indian, Chinese, Beverages",150.0,Dine-out,1
No,No,Whitefield,Cafe,"Filter Coffee, Blueberry Muffin, Hot Coffee, Brownie, Cappuccino",Cafe,175.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"Pizza, Italian, Chinese, North Indian",375.0,Dine-out,0
No,No,Whitefield,Cafe,Not specified,"Cafe, Continental, Desserts",400.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Coffee, Raj Kachori, Idli, Vada, Tea, Masala Dosa, Chaat","South Indian, North Indian, Chinese, Street Food, Fast Food",200.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Kadala Curry, Appam, Shawarma Roll, Mutton Stew, Tea, Thalassery Biryani, Chicken Fry","Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",250.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Chicken Biryani,"Biryani, Andhra",400.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Not specified,"Chinese, North Indian, Biryani",275.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Butter Chicken, Lassi, Thali, Dal Makhani, Mutton Roganjosh, Paneer Tikka, Malai Kofta","North Indian, Mughlai",400.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Paneer Tikka Masala, Hyderabadi Chicken Biryani","North Indian, Chinese, Andhra, Biryani",350.0,Dine-out,0
No,Yes,Whitefield,Lounge,Tikka,Finger Food,850.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Tandoori Chicken, Mutton Biryani, Butter Chicken","Arabian, North Indian, Biryani, Chinese, Seafood",375.0,Dine-out,0
Yes,No,Whitefield,Quick Bites,"Appam, Egg Curry","South Indian, North Indian, Chinese, Kerala",200.0,Dine-out,0
Yes,Yes,Whitefield,"Bar, Casual Dining","Beer, Chicken Guntur, Paneer Tikka, Fish, Noodles, Cocktails, Gulab Jamun","North Indian, Continental, Mediterranean",600.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"Arabian, North Indian, Biryani",350.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Butter Kulcha, Paneer Lababdar, Paratha, Lassi, Butter Chicken, Tawa Roti, Dal Makhani","North Indian, Chinese, Biryani",250.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Not specified,"North Indian, Mughlai",375.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Salmon,"Asian, Continental, North Indian, Italian",1000.0,Dine-out,1
No,No,Whitefield,Cafe,Not specified,"Cafe, Desserts",350.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"American, Italian",325.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese",350.0,Dine-out,0
No,No,Whitefield,Quick Bites,"Fish Curry, Chicken Curry",Bengali,175.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,Not specified,"Andhra, North Indian, Chinese, Biryani",275.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Lunch Buffet, Chicken Biryani","Italian, Mexican, Mediterranean, North Indian, Continental",750.0,Dine-out,0
Yes,No,Whitefield,Quick Bites,Not specified,North Indian,200.0,Dine-out,0
Yes,No,Whitefield,"Beverage Shop, Quick Bites",Not specified,"Beverages, Fast Food",250.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Hyderabadi Biryani, Mutton Biryani","North Indian, Chinese, Biryani",300.0,Dine-out,0
No,No,Whitefield,Pub,Not specified,"North Indian, Continental",600.0,Dine-out,0
No,No,Whitefield,Lounge,Not specified,"North Indian, Chinese, Thai, Asian",1000.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"French Toast, Pasta, Egg Pav Bhaji, Khau Suey, Shakshouka, Chicken Burger, Omelette","Continental, American",375.0,Dine-out,1
No,No,Whitefield,"Fine Dining, Bar",Rooftop Ambience,Finger Food,1000.0,Dine-out,1
Yes,No,Whitefield,Quick Bites,"Paratha, Thali","North Indian, Chinese, Street Food, Sandwich",200.0,Dine-out,0
No,Yes,Whitefield,Fine Dining,"Burgers, Cocktails, Beef Patty, Chaap, Kulcha, French Fries, Chicken Burger","Continental, Burger, BBQ",1500.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese, Continental",400.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"Biryani, North Indian",225.0,Dine-out,0
Yes,No,Whitefield,Cafe,"Sandwiches, Brownie",Cafe,325.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"Biryani, Chinese, North Indian, South Indian",400.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Butter Naan, French Fries",North Indian,250.0,Dine-out,0
Yes,No,Whitefield,Quick Bites,Not specified,"North Indian, Fast Food",200.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Chicken Guntur, Andhra Meal, Chicken Tikka Masala, Chicken Biryani, Hyderabadi Biryani, Dum Biryani, Lime Soda","North Indian, Chinese, Biryani, Andhra",400.0,Dine-out,0
No,Yes,Whitefield,Casual Dining,Breakfast Buffet,"North Indian, Continental, South Indian, Asian",950.0,Dine-out,1
No,Yes,Whitefield,Lounge,Not specified,Finger Food,750.0,Dine-out,1
No,No,Whitefield,Casual Dining,"Biryani, Paratha, Tandoori Chicken, Butter Chicken, Dal Makhani",North Indian,225.0,Dine-out,0
No,No,Whitefield,Lounge,Not specified,"North Indian, Continental, Chinese",650.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese",400.0,Dine-out,0
No,No,Whitefield,Quick Bites,Not specified,"North Indian, Chinese",200.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Pasta, Garlic Bread, Supreme Pizza, Paneer Pizza","Pizza, Fast Food",375.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Buttermilk, Chicken Biryani, Lassi, Tandoori Chicken, Bamboo Biryani, Mutton Biryani, Vegetable Biryani","North Indian, Mughlai, Andhra, Biryani",500.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Pasta, Noodles, Brownie, Chicken Steak, Salad, Potato Wedges, Paneer Shashlik","Continental, North Indian, Chinese, BBQ",400.0,Dine-out,0
No,Yes,Whitefield,Casual Dining,"Rasmalai, Salads, Breakfast Buffet, Pasta, Beer, Fish, Paratha","Italian, North Indian, Continental, BBQ",1000.0,Dine-out,1
Yes,No,Whitefield,Casual Dining,"Chicken Tikka Biryani, Hyderabadi Chicken Dum Biryani, Raita, Paneer Tikka, Sandwich, Chicken Malai Tikka, Grilled Mushrooms","North Indian, Biryani",350.0,Dine-out,0
No,Yes,Whitefield,Casual Dining,"Raita, Lassi, Appam, Halwa",South Indian,600.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Sea Food, Murgh Ghee Roast, Chicken Handi","Chinese, North Indian, Mangalorean",300.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"Continental, North Indian, Chinese, Arabian",500.0,Dine-out,0
No,No,East Bangalore,Food Truck,Not specified,"Continental, North Indian, Thai",200.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni","North Indian, Mughlai",350.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,Chinese,400.0,Dine-out,0
Yes,No,Whitefield,"Sweet Shop, Quick Bites",Not specified,"Mithai, North Indian, Street Food",100.0,Dine-out,0
No,No,Whitefield,Quick Bites,Chai,"North Indian, Street Food",200.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Not specified,"Biryani, Seafood, South Indian",375.0,Dine-out,0
Yes,No,Whitefield,Food Court,Not specified,Chinese,150.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese, Arabian",300.0,Dine-out,0
No,Yes,Whitefield,Fine Dining,Not specified,"North Indian, Continental, Chinese",1350.0,Dine-out,1
No,No,Whitefield,"Casual Dining, Bar",Not specified,"North Indian, Continental",400.0,Dine-out,0
No,No,Whitefield,Cafe,Not specified,"Cafe, Burger, Sandwich",125.0,Dine-out,0
No,No,Whitefield,"Sweet Shop, Quick Bites",Not specified,"Mithai, Street Food",100.0,Dine-out,0
No,No,Whitefield,Kiosk,Not specified,"Fast Food, Rolls",75.0,Dine-out,0
No,No,Whitefield,Mess,Not specified,"South Indian, Andhra",100.0,Dine-out,0
Yes,No,Whitefield,Kiosk,Not specified,Fast Food,200.0,Dine-out,0
No,No,Whitefield,Cafe,Not specified,Cafe,275.0,Dine-out,0
Yes,No,Whitefield,Casual Dining,Not specified,"Biryani, North Indian",300.0,Dine-out,0
No,No,Whitefield,Kiosk,Not specified,"Burger, Salad, Continental",200.0,Dine-out,0
Yes,No,Whitefield,Quick Bites,Not specified,North Indian,175.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Chicken Steak, Cheese Balls","Continental, Italian, Pizza",350.0,Dine-out,0
No,Yes,Whitefield,Lounge,Pizza,Finger Food,900.0,Dine-out,0
Yes,Yes,Whitefield,Casual Dining,Not specified,"South Indian, North Indian, Chinese",225.0,Dine-out,0
Yes,No,Whitefield,Quick Bites,Not specified,North Indian,200.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"Chinese, North Indian",300.0,Dine-out,0
No,No,Whitefield,Bar,Not specified,Continental,750.0,Dine-out,0
No,No,Whitefield,Cafe,"Sandwich, Pancakes, Garlic Bread, Coffee, Nachos, Pasta Alfredo, Wine","Cafe, Continental, Chinese",350.0,Dine-out,1
No,No,Whitefield,Cafe,Not specified,Cafe,325.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Thukpa, Momos, Garlic Chicken, Sea Food, Manchurian, Vegetable Noodles, Chicken Thupka","Tibetan, Nepalese",350.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"Thai, Chinese",250.0,Dine-out,0
Yes,No,Whitefield,"Beverage Shop, Quick Bites","Masala Chai, Sandwiches, Samosa, Masala Tea, Ice Tea, Bombay Sandwich, Chicken Mayo Sandwich","Beverages, Fast Food, Tea",125.0,Dine-out,1
Yes,No,Whitefield,"Casual Dining, Quick Bites",Not specified,"North Indian, Kebab",150.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Hyderabadi Chicken, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani","Andhra, North Indian, Biryani",350.0,Dine-out,0
No,No,Whitefield,Lounge,Not specified,"North Indian, Chinese, Continental",400.0,Dine-out,1
No,No,Whitefield,Casual Dining,Not specified,"North Indian, South Indian, Chinese, Street Food",275.0,Dine-out,0
No,No,Whitefield,Mess,Not specified,South Indian,100.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"Continental, North Indian",500.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,North Indian,250.0,Dine-out,0
No,No,Whitefield,Casual Dining,Not specified,"North Indian, Chinese",250.0,Dine-out,0
No,No,Whitefield,Kiosk,Not specified,"Biryani, Andhra",275.0,Dine-out,0
No,No,Whitefield,Quick Bites,Not specified,"South Indian, Chettinad",225.0,Dine-out,0
No,No,Whitefield,Casual Dining,"Breads, Cappuccino, Cheesecake",Continental,300.0,Dine-out,0
No,No,Whitefield,Cafe,Not specified,Cafe,75.0,Dine-out,0
No,No,Whitefield,Casual Dining,Doi Murgi,"Bengali, North Indian, Chinese",400.0,Dine-out,0
